"State","Year","mkt","measure","type","use","name","code","Value"
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE",67501,0.478
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","POTASSIUM SALTS",79021,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PYRETHRINS",69001,0.044
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PYRIDABEN",129105,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PYRIPROXYFEN",129032,0.067
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SOYBEAN OIL",31605,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINETORAM",110007,0.068
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINOSAD",110003,0.093
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPIROMESIFEN",24875,0.243
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SULFOXAFLOR",5210,0.069
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","THIAMETHOXAM",60109,0.062
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN",129064,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","ACIBENZOLAR-S-METHYL",61402,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","AUREOBASIDIUM PULLULANS DSM 14940",46010,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","AUREOBASIDIUM PULLULANS DSM 14941",36010,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","BT KURSTAKI SA-12",6518,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","CAPRIC ACID",128955,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","CAPRYLIC ACID",128919,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","CHLOROPICRIN",81501,244.066
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","DICHLOROPROPENE",29001,83.557
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","FLUTRIAFOL",128940,0.112
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","GLIOCLADIUM VIRENS",129000,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","HYDROGEN PEROXIDE",595,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","IRON PHOSPHATE",34903,0.161
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","METALDEHYDE",53001,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","METAM-POTASSIUM",39002,214.011
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","METAM-SODIUM",39003,228.063
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","PAECILOMYCES FUMOSOR",115002,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","PEROXYACETIC ACID",63201,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","POTASSIUM SILICATE",72606,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","REYNOUTRIA SACHALINE",55809,0.191
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL","OTHER","TRICHODERMA VIRENS STRAIN G-41",176604,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","AZOXYSTROBIN",128810,0.447
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS PUMILUS",6485,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS SUBT. GB03",129068,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS",6479,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BLAD",30006,0.54
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BORAX DECAHYDRATE",11102,0.051
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BOSCALID",128008,0.508
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CAPTAN",81301,10.456
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE",23401,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER OCTANOATE",23306,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYFLUFENAMID",555550,0.034
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYPRODINIL",288202,0.765
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE",128847,0.25
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FENHEXAMID",90209,1.163
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUDIOXONIL",71503,0.51
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUOPYRAM",80302,0.224
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUXAPYROXAD",138009,0.361
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FOSETYL-AL",123301,18.136
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","ISOFETAMID",270000,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MEFENOXAM",113502,1.215
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT",76416,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MYCLOBUTANIL",128857,0.281
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PENTHIOPYRAD",90112,0.625
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","POLYOXIN D ZINC SALT",230000,0.149
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","POTASSIUM BICARBON.",73508,2.908
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PROPICONAZOLE",122101,0.174
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN",99100,0.317
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRIMETHANIL",288201,0.883
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","QUINOLINE",55459,0.264
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","STREPTOMYCES LYDICUS",6327,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","SULFUR",77501,26.646
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TETRACONAZOLE",120603,0.058
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL",102001,1.041
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIRAM",79801,5.064
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TRICHODERMA HARZ.",119202,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TRIFLOXYSTROBIN",129112,0.235
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE",128879,0.55
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL",128712,0.074
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","FLUMIOXAZIN",129034,0.217
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM",128850,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE POT. SALT",103613,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","NAPROPAMIDE",103001,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","OXYFLUORFEN",111601,0.428
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","PARAQUAT",61601,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","PENDIMETHALIN",108501,1.84
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","HERBICIDE","SULFENTRAZONE",129081,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ABAMECTIN",122804,0.04
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ACEQUINOCYL",6329,0.47
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ACETAMIPRID",99050,0.182
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","AZADIRACHTIN",121701,0.091
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BEAUVERIA BASSIANA",128924,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENAZATE",586,0.978
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENTHRIN",128825,0.346
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAK ABTS-1857",6523,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351",6522,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAKI SA-11",6519,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT SUB AIZAWAI GC-91",6426,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BUPROFEZIN",275100,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CARBARYL",56801,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.119
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CHLORPYRIFOS",59101,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE",90098,0.222
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CYFLUMETOFEN",138831,0.299
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ETOXAZOLE",107091,0.581
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FENBUTATIN-OXIDE",104601,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FENPROPATHRIN",127901,0.531
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FENPYROXIMATE",129131,0.128
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FLONICAMID",128016,0.161
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FLUPYRADIFURONE",122304,0.399
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","HELICOVERPA ZEA NPV",107300,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","HEXYTHIAZOX",128849,0.269
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","IMIDACLOPRID",129099,0.793
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","MALATHION",57701,5.571
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE",121027,0.245
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NALED",34401,1.665
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NEEM OIL",25006,0.334
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,7.924
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NOVALURON",124002,0.192
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE",67501,0.884
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","POTASSIUM SALTS",79021,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PYRETHRINS",69001,0.074
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PYRIDABEN",129105,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PYRIPROXYFEN",129032,0.074
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SOYBEAN OIL",31605,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINETORAM",110007,0.108
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINOSAD",110003,0.113
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPIROMESIFEN",24875,0.307
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SULFOXAFLOR",5210,0.137
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","THIAMETHOXAM",60109,0.164
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN",129064,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","ACIBENZOLAR-S-METHYL",61402,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","AUREOBASIDIUM PULLULANS DSM 14940",46010,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","AUREOBASIDIUM PULLULANS DSM 14941",36010,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","BT KURSTAKI SA-12",6518,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","CAPRIC ACID",128955,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","CAPRYLIC ACID",128919,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","CHLOROPICRIN",81501,345.893
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","DICHLOROPROPENE",29001,125.71
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","FLUTRIAFOL",128940,0.188
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","GLIOCLADIUM VIRENS",129000,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","HYDROGEN PEROXIDE",595,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","IRON PHOSPHATE",34903,0.235
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","METALDEHYDE",53001,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","METAM-POTASSIUM",39002,244.72
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","METAM-SODIUM",39003,303.425
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","PAECILOMYCES FUMOSOR",115002,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","PEROXYACETIC ACID",63201,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","POTASSIUM SILICATE",72606,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","REYNOUTRIA SACHALINE",55809,0.231
"CALIFORNIA",2019,"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHEMICAL","OTHER","TRICHODERMA VIRENS STRAIN G-41",176604,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","AZOXYSTROBIN",128810,2.2
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,1.2
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BACILLUS PUMILUS",6485,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BACILLUS SUBT. GB03",129068,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS",6479,1.5
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BLAD",30006,1.1
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BORAX DECAHYDRATE",11102,2.3
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BOSCALID",128008,1.5
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,2.6
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CAPTAN",81301,6
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE",23401,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","COPPER OCTANOATE",23306,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CYFLUFENAMID",555550,1.5
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","CYPRODINIL",288202,2.4
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE",128847,2.2
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FENHEXAMID",90209,1.9
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FLUDIOXONIL",71503,2.4
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FLUOPYRAM",80302,2
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FLUXAPYROXAD",138009,2.2
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","FOSETYL-AL",123301,4.5
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","ISOFETAMID",270000,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","MEFENOXAM",113502,2.5
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT",76416,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","MYCLOBUTANIL",128857,2.6
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PENTHIOPYRAD",90112,2.1
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","POLYOXIN D ZINC SALT",230000,2.1
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","POTASSIUM BICARBON.",73508,1.2
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PROPICONAZOLE",122101,1.6
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN",99100,1.9
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","PYRIMETHANIL",288201,1.7
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","QUINOLINE",55459,2.7
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","STREPTOMYCES LYDICUS",6327,NA
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","SULFUR",77501,7.3
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","TETRACONAZOLE",120603,1.5
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL",102001,1.6
"CALIFORNIA",2019,"BEARING - APPLICATIONS","NUMBER","CHEMICAL","FUNGICIDE","THIRAM",79801,2.3
