State,Year,original_domain_category,type,use,name,code,Value
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",CHEMICAL,FUNGICIDE,PROPICONAZOLE,122101,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",CHEMICAL,FUNGICIDE,PYDIFLUMETOFEN,90110,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",CHEMICAL,FUNGICIDE,PYRACLOSTROBIN,99100,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",CHEMICAL,FUNGICIDE,PYRIMETHANIL,288201,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",CHEMICAL,FUNGICIDE,TETRACONAZOLE,120603,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",CHEMICAL,FUNGICIDE,THIOPHANATE-METHYL,102001,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (THIRAM = 79801)",CHEMICAL,FUNGICIDE,THIRAM,79801,9.5
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",CHEMICAL,FUNGICIDE,TRIFLUMIZOLE,128879,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",CHEMICAL,HERBICIDE,CARFENTRAZONE-ETHYL,128712,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",CHEMICAL,HERBICIDE,CLETHODIM,121011,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)",CHEMICAL,HERBICIDE,COPPER ETHANOLAMINE,24409,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)",CHEMICAL,HERBICIDE,DIMETHENAMID,129051,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",CHEMICAL,HERBICIDE,FLUMIOXAZIN,129034,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)",CHEMICAL,HERBICIDE,FLUROXYPYR 1-MHE,128968,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",CHEMICAL,HERBICIDE,GLYPHOSATE ISO. SALT,103601,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)",CHEMICAL,HERBICIDE,HALOSULFURON-METHYL,128721,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (KANTOR = 129108)",CHEMICAL,HERBICIDE,KANTOR,129108,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",CHEMICAL,INSECTICIDE,ABAMECTIN,122804,2.1
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",CHEMICAL,INSECTICIDE,ACETAMIPRID,99050,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",CHEMICAL,INSECTICIDE,BIFENAZATE,586,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",CHEMICAL,INSECTICIDE,BIFENTHRIN,128825,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CARBARYL = 56801)",CHEMICAL,INSECTICIDE,CARBARYL,56801,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",CHEMICAL,INSECTICIDE,CHLORANTRANILIPROLE,90100,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",CHEMICAL,INSECTICIDE,CYANTRANILIPROLE,90098,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",CHEMICAL,INSECTICIDE,CYFLUMETOFEN,138831,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",CHEMICAL,INSECTICIDE,DIAZINON,57801,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (FENAZAQUIN = 44501)",CHEMICAL,INSECTICIDE,FENAZAQUIN,44501,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",CHEMICAL,INSECTICIDE,FENPYROXIMATE,129131,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",CHEMICAL,INSECTICIDE,IMIDACLOPRID,129099,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (MALATHION = 57701)",CHEMICAL,INSECTICIDE,MALATHION,57701,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",CHEMICAL,INSECTICIDE,METHOXYFENOZIDE,121027,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (NALED = 34401)",CHEMICAL,INSECTICIDE,NALED,34401,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",CHEMICAL,INSECTICIDE,NOVALURON,124002,2.6
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",CHEMICAL,INSECTICIDE,SPINETORAM,110007,1.8
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",CHEMICAL,INSECTICIDE,SPIROMESIFEN,24875,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",CHEMICAL,INSECTICIDE,SULFOXAFLOR,5210,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",CHEMICAL,INSECTICIDE,THIAMETHOXAM,60109,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",CHEMICAL,OTHER,ACIBENZOLAR-S-METHYL,61402,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (CYTOKININS = 116801)",CHEMICAL,OTHER,CYTOKININS,116801,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (ETHEPHON = 99801)",CHEMICAL,OTHER,ETHEPHON,99801,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)",CHEMICAL,OTHER,INDOLEBUTYRIC ACID,46701,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",CHEMICAL,OTHER,METAM-POTASSIUM,39002,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",CHEMICAL,OTHER,PSEUDOMONAS CHLORORAPHIS STRAIN AFS009,6800,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",CHEMICAL,FUNGICIDE,AZOXYSTROBIN,128810,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",CHEMICAL,FUNGICIDE,BACILLUS SUBTILIS,6479,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",CHEMICAL,FUNGICIDE,BORAX DECAHYDRATE,11102,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",CHEMICAL,FUNGICIDE,BOSCALID,128008,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",CHEMICAL,FUNGICIDE,CAPTAN,81301,61
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",CHEMICAL,FUNGICIDE,CYFLUFENAMID,555550,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",CHEMICAL,FUNGICIDE,CYPRODINIL,288202,65
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",CHEMICAL,FUNGICIDE,DIFENOCONAZOLE,128847,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",CHEMICAL,FUNGICIDE,FENHEXAMID,90209,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",CHEMICAL,FUNGICIDE,FLUDIOXONIL,71503,66
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",CHEMICAL,FUNGICIDE,FLUOPYRAM,80302,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",CHEMICAL,FUNGICIDE,FOSETYL-AL,123301,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",CHEMICAL,FUNGICIDE,MEFENOXAM,113502,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",CHEMICAL,FUNGICIDE,MONO-POTASSIUM SALT,76416,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",CHEMICAL,FUNGICIDE,PROPICONAZOLE,122101,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",CHEMICAL,FUNGICIDE,PYDIFLUMETOFEN,90110,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",CHEMICAL,FUNGICIDE,PYRACLOSTROBIN,99100,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",CHEMICAL,FUNGICIDE,PYRIMETHANIL,288201,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",CHEMICAL,FUNGICIDE,TETRACONAZOLE,120603,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",CHEMICAL,FUNGICIDE,THIOPHANATE-METHYL,102001,(D)
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (THIRAM = 79801)",CHEMICAL,FUNGICIDE,THIRAM,79801,61
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (TOTAL)",CHEMICAL,FUNGICIDE,TOTAL),NA,66
FLORIDA,2021,"CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",CHEMICAL,FUNGICIDE,TRIFLUMIZOLE,128879,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",CHEMICAL,HERBICIDE,CARFENTRAZONE-ETHYL,128712,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",CHEMICAL,HERBICIDE,CLETHODIM,121011,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)",CHEMICAL,HERBICIDE,COPPER ETHANOLAMINE,24409,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)",CHEMICAL,HERBICIDE,DIMETHENAMID,129051,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",CHEMICAL,HERBICIDE,FLUMIOXAZIN,129034,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)",CHEMICAL,HERBICIDE,FLUROXYPYR 1-MHE,128968,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",CHEMICAL,HERBICIDE,GLYPHOSATE ISO. SALT,103601,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)",CHEMICAL,HERBICIDE,HALOSULFURON-METHYL,128721,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (KANTOR = 129108)",CHEMICAL,HERBICIDE,KANTOR,129108,(D)
FLORIDA,2021,"CHEMICAL, HERBICIDE: (TOTAL)",CHEMICAL,HERBICIDE,TOTAL),NA,9
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",CHEMICAL,INSECTICIDE,ABAMECTIN,122804,7
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",CHEMICAL,INSECTICIDE,ACETAMIPRID,99050,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",CHEMICAL,INSECTICIDE,BIFENAZATE,586,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",CHEMICAL,INSECTICIDE,BIFENTHRIN,128825,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CARBARYL = 56801)",CHEMICAL,INSECTICIDE,CARBARYL,56801,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",CHEMICAL,INSECTICIDE,CHLORANTRANILIPROLE,90100,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",CHEMICAL,INSECTICIDE,CYANTRANILIPROLE,90098,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",CHEMICAL,INSECTICIDE,CYFLUMETOFEN,138831,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",CHEMICAL,INSECTICIDE,DIAZINON,57801,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (FENAZAQUIN = 44501)",CHEMICAL,INSECTICIDE,FENAZAQUIN,44501,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",CHEMICAL,INSECTICIDE,FENPYROXIMATE,129131,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",CHEMICAL,INSECTICIDE,IMIDACLOPRID,129099,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (MALATHION = 57701)",CHEMICAL,INSECTICIDE,MALATHION,57701,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",CHEMICAL,INSECTICIDE,METHOXYFENOZIDE,121027,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (NALED = 34401)",CHEMICAL,INSECTICIDE,NALED,34401,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",CHEMICAL,INSECTICIDE,NOVALURON,124002,58
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",CHEMICAL,INSECTICIDE,SPINETORAM,110007,57
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",CHEMICAL,INSECTICIDE,SPIROMESIFEN,24875,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",CHEMICAL,INSECTICIDE,SULFOXAFLOR,5210,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",CHEMICAL,INSECTICIDE,THIAMETHOXAM,60109,(D)
FLORIDA,2021,"CHEMICAL, INSECTICIDE: (TOTAL)",CHEMICAL,INSECTICIDE,TOTAL),NA,62
FLORIDA,2021,"CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",CHEMICAL,OTHER,ACIBENZOLAR-S-METHYL,61402,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (CYTOKININS = 116801)",CHEMICAL,OTHER,CYTOKININS,116801,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (ETHEPHON = 99801)",CHEMICAL,OTHER,ETHEPHON,99801,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)",CHEMICAL,OTHER,INDOLEBUTYRIC ACID,46701,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",CHEMICAL,OTHER,METAM-POTASSIUM,39002,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",CHEMICAL,OTHER,PSEUDOMONAS CHLORORAPHIS STRAIN AFS009,6800,(D)
FLORIDA,2021,"CHEMICAL, OTHER: (TOTAL)",CHEMICAL,OTHER,TOTAL),NA,49
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",CHEMICAL,FUNGICIDE,AZOXYSTROBIN,128810,"5,500"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)",CHEMICAL,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS MBI 600,129082,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",CHEMICAL,FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,16482,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)",CHEMICAL,FUNGICIDE,BACILLUS PUMILUS,6485,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BACILLUS SUBT. GB03 = 129068)",CHEMICAL,FUNGICIDE,BACILLUS SUBT. GB03,129068,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",CHEMICAL,FUNGICIDE,BACILLUS SUBTILIS,6479,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BLAD = 30006)",CHEMICAL,FUNGICIDE,BLAD,30006,"1,200"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",CHEMICAL,FUNGICIDE,BORAX DECAHYDRATE,11102,300
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",CHEMICAL,FUNGICIDE,BOSCALID,128008,"6,200"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)",CHEMICAL,FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,6544,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",CHEMICAL,FUNGICIDE,CAPTAN,81301,"283,500"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",CHEMICAL,FUNGICIDE,COPPER HYDROXIDE,23401,(D)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",CHEMICAL,FUNGICIDE,COPPER OCTANOATE,23306,(D)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",CHEMICAL,FUNGICIDE,CYFLUFENAMID,555550,400
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",CHEMICAL,FUNGICIDE,CYPRODINIL,288202,"16,600"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",CHEMICAL,FUNGICIDE,DIFENOCONAZOLE,128847,900
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",CHEMICAL,FUNGICIDE,FENHEXAMID,90209,"15,000"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",CHEMICAL,FUNGICIDE,FLUDIOXONIL,71503,"11,100"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",CHEMICAL,FUNGICIDE,FLUOPYRAM,80302,"3,900"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",CHEMICAL,FUNGICIDE,FLUXAPYROXAD,138009,"3,900"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",CHEMICAL,FUNGICIDE,FOSETYL-AL,123301,"34,200"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",CHEMICAL,FUNGICIDE,ISOFETAMID,270000,(D)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",CHEMICAL,FUNGICIDE,MEFENOXAM,113502,"9,300"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",CHEMICAL,FUNGICIDE,MONO-POTASSIUM SALT,76416,(D)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",CHEMICAL,FUNGICIDE,MYCLOBUTANIL,128857,"5,600"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",CHEMICAL,FUNGICIDE,PENTHIOPYRAD,90112,"7,000"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",CHEMICAL,FUNGICIDE,POLYOXIN D ZINC SALT,230000,"1,400"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",CHEMICAL,FUNGICIDE,POTASSIUM BICARBON.,73508,"11,300"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",CHEMICAL,FUNGICIDE,PROPICONAZOLE,122101,"1,600"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",CHEMICAL,FUNGICIDE,PYRACLOSTROBIN,99100,"7,400"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",CHEMICAL,FUNGICIDE,PYRIMETHANIL,288201,"9,300"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",CHEMICAL,FUNGICIDE,QUINOLINE,55459,"4,800"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",CHEMICAL,FUNGICIDE,STREPTOMYCES LYDICUS,6327,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (SULFUR = 77501)",CHEMICAL,FUNGICIDE,SULFUR,77501,"686,000"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",CHEMICAL,FUNGICIDE,TETRACONAZOLE,120603,600
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",CHEMICAL,FUNGICIDE,THIOPHANATE-METHYL,102001,"3,300"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (THIRAM = 79801)",CHEMICAL,FUNGICIDE,THIRAM,79801,"90,900"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (TOTAL)",CHEMICAL,FUNGICIDE,TOTAL),NA,"1,233,500"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)",CHEMICAL,FUNGICIDE,TRICHODERMA HARZ.,119202,(NA)
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",CHEMICAL,FUNGICIDE,TRIFLOXYSTROBIN,129112,"4,200"
CALIFORNIA,2019,"CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",CHEMICAL,FUNGICIDE,TRIFLUMIZOLE,128879,"7,200"
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",CHEMICAL,HERBICIDE,CARFENTRAZONE-ETHYL,128712,200
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",CHEMICAL,HERBICIDE,FLUMIOXAZIN,129034,"1,100"
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)",CHEMICAL,HERBICIDE,GLUFOSINATE-AMMONIUM,128850,(D)
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",CHEMICAL,HERBICIDE,GLYPHOSATE ISO. SALT,103601,(D)
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",CHEMICAL,HERBICIDE,GLYPHOSATE POT. SALT,103613,(D)
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)",CHEMICAL,HERBICIDE,NAPROPAMIDE,103001,(D)
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",CHEMICAL,HERBICIDE,OXYFLUORFEN,111601,"1,300"
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",CHEMICAL,HERBICIDE,PARAQUAT,61601,(D)
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",CHEMICAL,HERBICIDE,PENDIMETHALIN,108501,"5,500"
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",CHEMICAL,HERBICIDE,SULFENTRAZONE,129081,(D)
CALIFORNIA,2019,"CHEMICAL, HERBICIDE: (TOTAL)",CHEMICAL,HERBICIDE,TOTAL),NA,"10,200"
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",CHEMICAL,INSECTICIDE,ABAMECTIN,122804,500
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",CHEMICAL,INSECTICIDE,ACEQUINOCYL,6329,"5,400"
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",CHEMICAL,INSECTICIDE,ACETAMIPRID,99050,"2,800"
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",CHEMICAL,INSECTICIDE,AZADIRACHTIN,121701,800
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)",CHEMICAL,INSECTICIDE,BEAUVERIA BASSIANA,128924,(NA)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",CHEMICAL,INSECTICIDE,BIFENAZATE,586,"17,900"
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",CHEMICAL,INSECTICIDE,BIFENTHRIN,128825,"7,300"
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",CHEMICAL,INSECTICIDE,BT KURSTAK ABTS-1857,6523,(NA)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",CHEMICAL,INSECTICIDE,BT KURSTAKI ABTS-351,6522,(NA)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",CHEMICAL,INSECTICIDE,BT KURSTAKI SA-11,6519,(NA)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)",CHEMICAL,INSECTICIDE,BT SUB AIZAWAI GC-91,6426,(NA)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)",CHEMICAL,INSECTICIDE,BUPROFEZIN,275100,(D)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",CHEMICAL,INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,6534,(NA)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (CARBARYL = 56801)",CHEMICAL,INSECTICIDE,CARBARYL,56801,(D)
CALIFORNIA,2019,"CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",CHEMICAL,INSECTICIDE,CHLORANTRANILIPROLE,90100,"1,900"
